"PSEBR_a4351,Aromatic amino acid transport protein","ELZ14_23990,amino acid permease","PSBVI21_RS0117175,amino acid permease","P908_RS09525,amino acid permease","BK653_28725,aromatic amino acid transporter AroP","BK654_18080,aromatic amino acid transporter AroP","BK655_26550,aromatic amino acid transporter AroP","SAMN04490180_3160,aromatic amino acid:proton symporter, AAT family","CD58_22990,aromatic amino acid transporter","BK657_18150,aromatic amino acid transporter AroP","A0U95_23390,aromatic amino acid transporter","AK973_4804,Aromatic amino acid transport protein AroP","LZ4_RS07635,amino acid permease","AW28_RS26200,amino acid permease","AD658_RS22680,amino acid permease","BK656_09545,aromatic amino acid transporter AroP","BK652_05615,aromatic amino acid transporter AroP"
"PSEBR_a4352,Conserved hypothetical protein","ELZ14_23995,leucyl aminopeptidase","PSBVI21_RS0117165,hypothetical protein","P908_RS09515,hypothetical protein","BK653_28730,leucyl aminopeptidase","BK654_18075,leucyl aminopeptidase","BK655_26555,leucyl aminopeptidase","SAMN04490180_3162,hypothetical protein","CD58_23010,Leucyl aminopeptidase (aminopeptidase T)","BK657_18155,leucyl aminopeptidase","A0U95_23385,leucyl aminopeptidase","AK973_4806,Leucyl aminopeptidase (aminopeptidase T)","LZ4_RS07645,leucyl aminopeptidase (aminopeptidase T)","AW28_RS26210,leucyl aminopeptidase (aminopeptidase T)","AD658_RS22690,hypothetical protein","BK656_09550,leucyl aminopeptidase","BK652_05620,leucyl aminopeptidase"
"PSEBR_a4353,Ribosomal large subunit pseudouridine synthase B","ELZ14_24000,pseudouridine synthase","PSBVI21_RS0117160,pseudouridine synthase","P908_RS09510,pseudouridine synthase","BK653_28735,23S rRNA pseudouridylate synthase B","BK654_18070,23S rRNA pseudouridylate synthase B","BK655_26560,23S rRNA pseudouridylate synthase B","SAMN04490180_3163,ribosomal large subunit pseudouridine synthase B","CD58_23015,pseudouridine synthase","BK657_18160,23S rRNA pseudouridylate synthase B","A0U95_23380,23S rRNA pseudouridylate synthase B","AK973_4807,Ribosomal large subunit pseudouridine synthase B","LZ4_RS07650,pseudouridine synthase","AW28_RS26215,pseudouridine synthase","AD658_RS22695,pseudouridine synthase","BK656_09555,23S rRNA pseudouridylate synthase B","BK652_05625,23S rRNA pseudouridylate synthase B"
"PSEBR_a4354,Conserved hypothetical protein","ELZ14_24005,SMC-Scp complex subunit ScpB","PSBVI21_RS0117155,SMC-Scp complex subunit ScpB","P908_RS09505,SMC-Scp complex subunit ScpB","BK653_28740,SMC-Scp complex subunit ScpB","BK654_18065,SMC-Scp complex subunit ScpB","BK655_26565,SMC-Scp complex subunit ScpB","SAMN04490180_3164,condensin subunit ScpB","CD58_23020,segregation and condensation protein B","BK657_18165,SMC-Scp complex subunit ScpB","A0U95_23375,SMC-Scp complex subunit ScpB","AK973_4809,Segregation and condensation protein B","LZ4_RS07660,SMC-Scp complex subunit ScpB","AW28_RS26220,SMC-Scp complex subunit ScpB","AD658_RS22700,SMC-Scp complex subunit ScpB","BK656_09560,SMC-Scp complex subunit ScpB","BK652_05630,SMC-Scp complex subunit ScpB"
"PSEBR_a4355,Segregation and condensation protein A","ELZ14_24010,segregation/condensation protein A","PSBVI21_RS0117150,segregation/condensation protein A","P908_RS09500,segregation/condensation protein A","BK653_28745,segregation/condensation protein A","BK654_18060,segregation/condensation protein A","BK655_26570,segregation/condensation protein A","SAMN04490180_3165,condensin subunit ScpA","CD58_23025,chromosome segregation protein ScpA","BK657_18170,segregation/condensation protein A","A0U95_23370,chromosome segregation protein ScpA","AK973_4810,Segregation and condensation protein A","LZ4_RS07665,segregation/condensation protein A","AW28_RS26225,segregation/condensation protein A","AD658_RS22705,segregation/condensation protein A","BK656_09565,segregation/condensation protein A","BK652_05635,segregation/condensation protein A"
"PSEBR_a4356,Conserved hypothetical protein","ELZ14_24015,threonylcarbamoyl-AMP synthase","PSBVI21_RS0117145,threonylcarbamoyl-AMP synthase","P908_RS09495,threonylcarbamoyl-AMP synthase","BK653_28750,threonylcarbamoyl-AMP synthase","BK654_18055,threonylcarbamoyl-AMP synthase","BK655_26575,threonylcarbamoyl-AMP synthase","SAMN04490180_3166,tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family","CD58_23030,hypothetical protein","BK657_18175,threonylcarbamoyl-AMP synthase","A0U95_23365,threonylcarbamoyl-AMP synthase","AK973_4811,putative YciO protein","LZ4_RS07670,threonylcarbamoyl-AMP synthase","AW28_RS26230,threonylcarbamoyl-AMP synthase","AD658_RS22710,threonylcarbamoyl-AMP synthase","BK656_09570,threonylcarbamoyl-AMP synthase","BK652_05640,threonylcarbamoyl-AMP synthase"
"PSEBR_c2g91,Conserved hypothetical protein","ELZ14_24020,PHP domain-containing protein","PSBVI21_RS0117140,PHP domain-containing protein","P908_RS09490,PHP domain-containing protein","BK653_28755,phosphatase","BK654_18050,phosphatase","BK655_26580,phosphatase","SAMN04490180_3167,hypothetical protein","CD58_23035,phosphoesterase","BK657_18180,phosphatase","A0U95_23360,phosphatase","AK973_4812,putative metal-dependent phosphoesterases (PHP family)","LZ4_RS07675,PHP domain-containing protein","AW28_RS26235,PHP domain-containing protein","AD658_RS22715,PHP domain-containing protein","BK656_09575,phosphatase","BK652_05645,phosphatase"
"PSEBR_a4357,Intracellular septation protein A","ELZ14_24025,septation protein A","PSBVI21_RS0117135,septation protein A","P908_RS09485,septation protein A","BK653_28760,septation protein A","BK654_18045,septation protein A","BK655_26585,septation protein A","SAMN04490180_3168,intracellular septation protein","CD58_23040,septation protein A","BK657_18185,septation protein A","A0U95_23355,septation protein A","AK973_4813,Intracellular septation protein IspA","LZ4_RS07680,septation protein A","AW28_RS26240,septation protein A","AD658_RS22720,septation protein A","BK656_09580,septation protein A","BK652_05650,septation protein A"
"PSEBR_a4358,Conserved hypothetical protein","ELZ14_24030,YciI family protein","PSBVI21_RS0117130,YciI family protein","P908_RS09480,YciI family protein","BK653_28765,hypothetical protein","BK654_18040,hypothetical protein","BK655_26590,hypothetical protein","SAMN04490180_3169,hypothetical protein","CD58_23045,hypothetical protein","BK657_18190,hypothetical protein","A0U95_23350,hypothetical protein","AK973_4814,YciL protein","LZ4_RS07685,YciI family protein","AW28_RS26245,YciI family protein","AD658_RS22725,YciI family protein","BK656_09585,hypothetical protein","BK652_05655,hypothetical protein"
"PSEBR_a4359,Conserved hypothetical protein; putative exported protein","ELZ14_24035,translation initiation factor 2","PSBVI21_RS0117125,translation initiation factor 2","P908_RS09475,hypothetical protein","BK653_28770,translation initiation factor 2","BK654_18035,translation initiation factor 2","BK655_26595,translation initiation factor 2","SAMN04490180_3170,hypothetical protein","CD58_23050,translation initiation factor 2","BK657_18195,translation initiation factor 2","A0U95_23345,translation initiation factor 2","AK973_4815,Translation initiation factor 2 (IF-2, GTPase)","LZ4_RS07690,translation initiation factor 2","AW28_RS26250,translation initiation factor 2","AD658_RS22730,translation initiation factor 2","BK656_09590,translation initiation factor 2","BK652_05660,translation initiation factor 2"
"PSEBR_a4360,Putative response regulator, OmpR family","ELZ14_24040,response regulator transcription factor","PSBVI21_RS0117120,response regulator transcription factor","P908_RS09470,response regulator transcription factor","BK653_28775,DNA-binding response regulator","BK654_18030,DNA-binding response regulator","BK655_26600,DNA-binding response regulator","SAMN04490180_3171,DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain","CD58_23055,chemotaxis protein CheY","BK657_18200,DNA-binding response regulator","A0U95_23340,DNA-binding response regulator","AK973_4816,DNA-binding response regulator","LZ4_RS07695,response regulator transcription factor","AW28_RS26255,response regulator transcription factor","AD658_RS22735,response regulator transcription factor","BK656_09595,DNA-binding response regulator","BK652_05665,DNA-binding response regulator"
"PSEBR_a4361,Conserved hypothetical protein; putative exported protein","ELZ14_24045,LTXXQ domain protein","PSBVI21_RS0117115,LTXXQ domain protein","P908_RS09465,LTXXQ domain protein","BK653_28780,LTXXQ domain protein","BK654_18025,LTXXQ domain protein","BK655_26605,LTXXQ domain protein","SAMN04490180_3172,protein refolding chaperone Spy/CpxP family","CD58_23060,LTXXQ domain protein","BK657_18205,LTXXQ domain protein","A0U95_23335,LTXXQ domain protein","AK973_4817,P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein","LZ4_RS07700,LTXXQ domain protein","AW28_RS26260,LTXXQ domain protein","AD658_RS22740,LTXXQ domain protein","BK656_09600,LTXXQ domain protein","BK652_05670,LTXXQ domain protein"
"PSEBR_a4362,Putative histidine kinase, Classic","ELZ14_24050,HAMP domain-containing histidine kinase","PSBVI21_RS0117110,HAMP domain-containing histidine kinase","P908_RS09460,HAMP domain-containing histidine kinase","BK653_28785,two-component sensor histidine kinase","BK654_18020,two-component sensor histidine kinase","BK655_26610,two-component sensor histidine kinase","SAMN04490180_3173,Signal transduction histidine kinase","CD58_23065,histidine kinase","BK657_18210,two-component sensor histidine kinase","A0U95_23330,two-component sensor histidine kinase","AK973_4818,Putative two-component system sensor kinase","LZ4_RS07705,HAMP domain-containing histidine kinase","AW28_RS26265,HAMP domain-containing histidine kinase","AD658_RS22745,HAMP domain-containing histidine kinase","BK656_09605,two-component sensor histidine kinase","BK652_05675,two-component sensor histidine kinase"
"PSEBR_a4364,Conserved hypothetical protein; putative lipoprotein","ELZ14_24060,c-type cytochrome","PSBVI21_RS0117105,c-type cytochrome","P908_RS09450,c-type cytochrome","BK653_28790,thiol oxidoreductase","BK654_18015,thiol oxidoreductase","BK655_26615,thiol oxidoreductase","SAMN04490180_3175,CxxC motif-containing protein, DUF1111 family","CD58_23070,thiol oxidoreductase","BK657_18215,thiol oxidoreductase","A0U95_23320,thiol oxidoreductase","AK973_4819,putative thiol oxidoreductase","LZ4_RS07715,c-type cytochrome","AW28_RS26270,c-type cytochrome","AD658_RS22750,c-type cytochrome","BK656_09610,thiol oxidoreductase","BK652_05680,thiol oxidoreductase"
"PSEBR_a4365,Conserved hypothetical protein; putative lipoprotein","ELZ14_24065,imelysin","PSBVI21_RS0117100,lipoprotein, imelysin family","P908_RS09445,lipoprotein, imelysin family","BK653_28795,imelysin","BK654_18010,imelysin","BK655_26620,imelysin","SAMN04490180_3176,hypothetical protein","CD58_23075,imelysin","BK657_18220,imelysin","A0U95_23315,imelysin","AK973_4820,Iron-regulated protein A precursor","LZ4_RS07720,imelysin","AW28_RS26275,lipoprotein, imelysin family","AD658_RS22755,lipoprotein, imelysin family","BK656_09615,imelysin","BK652_05685,imelysin"
"PSEBR_a4366,Conserved hypothetical protein; putative exported protein","ELZ14_24070,DUF1513 domain-containing protein","PSBVI21_RS0117095,DUF1513 domain-containing protein","P908_RS09440,DUF1513 domain-containing protein","BK653_28800,hypothetical protein","BK654_18005,hypothetical protein","BK655_26625,hypothetical protein","SAMN04490180_3177,hypothetical protein","CD58_23080,hypothetical protein","BK657_18225,hypothetical protein","A0U95_23310,hypothetical protein","AK973_4821,putative exported protein","LZ4_RS07725,DUF1513 domain-containing protein","AW28_RS26280,DUF1513 domain-containing protein","AD658_RS22760,DUF1513 domain-containing protein","BK656_09620,hypothetical protein","BK652_05690,hypothetical protein"
"PSEBR_a4367,Putative HlyD family secretion protein","ELZ14_24075,efflux RND transporter periplasmic adaptor subunit","PSBVI21_RS0117090,efflux RND transporter periplasmic adaptor subunit","P908_RS09435,efflux RND transporter periplasmic adaptor subunit","BK653_28805,efflux transporter periplasmic adaptor subunit","BK654_18000,efflux transporter periplasmic adaptor subunit","BK655_26630,efflux transporter periplasmic adaptor subunit","SAMN04490180_3178,membrane fusion protein, multidrug efflux system","CD58_23085,RND transporter","BK657_18230,efflux transporter periplasmic adaptor subunit","A0U95_23305,efflux transporter periplasmic adaptor subunit","AK973_4822,putative Co/Zn/Cd efflux system membrane fusion protein","LZ4_RS07730,efflux RND transporter periplasmic adaptor subunit","AW28_RS26285,efflux RND transporter periplasmic adaptor subunit","AD658_RS22765,efflux RND transporter periplasmic adaptor subunit","BK656_09625,efflux transporter periplasmic adaptor subunit","BK652_05695,efflux transporter periplasmic adaptor subunit"
"PSEBR_a4368,Putative multidrug efflux protein","ELZ14_24080,multidrug efflux RND transporter permease subunit","PSBVI21_RS0117085,multidrug efflux RND transporter permease subunit","P908_RS09430,multidrug efflux RND transporter permease subunit","BK653_28810,multidrug efflux protein","BK654_17995,multidrug efflux protein","BK655_26635,multidrug efflux protein","SAMN04490180_3179,multidrug efflux pump","CD58_23090,acriflavine resistance protein B","BK657_18235,multidrug efflux protein","A0U95_23300,acriflavine resistance protein B","AK973_4823,RND multidrug efflux transporter","LZ4_RS07735,multidrug efflux RND transporter permease subunit","AW28_RS26290,multidrug efflux RND transporter permease subunit","AD658_RS22770,multidrug efflux RND transporter permease subunit","BK656_09630,multidrug efflux protein","BK652_05700,multidrug efflux protein"
"PSEBR_c2g92,Conserved hypothetical protein; putative exported protein","ELZ14_24090,hypothetical protein","PSBVI21_RS0117080,hypothetical protein","P908_RS09425,hypothetical protein","BK653_28815,hypothetical protein","BK654_17990,hypothetical protein","BK655_26640,hypothetical protein","SAMN04490180_3180,hypothetical protein","CD58_23095,hypothetical protein","BK657_18240,hypothetical protein","A0U95_23295,hypothetical protein","AK973_4824,hypothetical protein","LZ4_RS07740,hypothetical protein","AW28_RS26295,hypothetical protein","AD658_RS22775,hypothetical protein","BK656_09635,hypothetical protein","BK652_05705,hypothetical protein"
"PSEBR_a4369,Putative lipopolysaccharide kinase","ELZ14_24095,InaA protein","PSBVI21_RS0117075,InaA protein","P908_RS09420,InaA protein","BK653_28820,InaA protein","BK654_17985,InaA protein","BK655_26645,InaA protein","SAMN04490180_3181,Lipopolysaccharide kinase (Kdo/WaaP) family protein","CD58_23100,InaA protein","BK657_18245,InaA protein","A0U95_23290,InaA protein","AK973_4825,InaA protein","LZ4_RS07745,InaA protein","AW28_RS26300,InaA protein","AD658_RS22780,InaA protein","BK656_09640,InaA protein","BK652_05710,InaA protein"
"PSEBR_a4370,Conserved hypothetical protein","ELZ14_24100,class I SAM-dependent methyltransferase","PSBVI21_RS0117070,class I SAM-dependent methyltransferase","P908_RS09415,class I SAM-dependent methyltransferase","BK653_28825,SAM-dependent methyltransferase","BK654_17980,SAM-dependent methyltransferase","BK655_26650,SAM-dependent methyltransferase","SAMN04490180_3182,Methyltransferase domain-containing protein","CD58_23105,SAM-dependent methyltransferase","BK657_18250,SAM-dependent methyltransferase","A0U95_23285,SAM-dependent methyltransferase","AK973_4826,SAM-dependent methyltransferase","LZ4_RS07750,class I SAM-dependent methyltransferase","AW28_RS26305,class I SAM-dependent methyltransferase","AD658_RS22785,class I SAM-dependent methyltransferase","BK656_09645,SAM-dependent methyltransferase","BK652_05715,SAM-dependent methyltransferase"
