Name;Pseudomonas_brassicacearum_strain_3Re2_7_3Re2_7 ;Pseudomonas_brassicacearum_strain_51MFCVI2 ;Pseudomonas_brassicacearum_strain_BS3663_BS3663 ;Pseudomonas_brassicacearum_strain_L13_6_12_L13_6_12 ;Pseudomonas_brassicacearum_strain_LBUM300_LBUM300 ;Pseudomonas_brassicacearum_strain_NFM421_NFM421 ;Pseudomonas_brassicacearum_strain_PA1G7 ;Pseudomonas_brassicacearum_strain_PP1_210F ;Pseudomonas_brassicacearum_strain_TM1A3 
Copper resistance protein D;0;1;0;0;0;0;1;0;1
ACT domain protein;0;1;1;1;1;1;1;1;1
Leucine-responsive regulatory protein;0;1;1;1;1;1;1;1;1
Acetylpolyamine aminohydrolase;0;1;1;1;1;1;1;1;1
L-lysine cyclodeaminase;0;1;1;1;1;1;1;1;1
D-serine/D-alanine/glycine transporter;0;1;1;1;1;1;1;1;1
ADP-ribosyl-[dinitrogen reductase] glycohydrolase;0;1;1;0;1;1;1;1;0
Thiol:disulfide interchange protein DsbE;0;0;1;0;0;0;0;0;0
Cytochrome c-type biogenesis protein CcmH precursor;0;0;1;0;0;0;0;0;0
Sulfatase;0;0;1;0;0;0;0;0;0
phosphoglycerol transferase I;0;0;1;0;0;0;0;0;0
Tyrosine recombinase XerC;0;0;1;1;0;0;1;0;0
Modification methylase AplI;0;0;1;0;0;0;0;0;0
Z1 domain protein;0;0;1;0;0;0;0;0;0
Pyocin activator protein PrtN;0;0;1;1;0;0;1;0;0
putative HTH-type transcriptional regulator;0;0;1;0;0;0;0;0;0
Phage terminase large subunit (GpA);0;0;1;1;0;0;0;0;0
Phage portal protein, lambda family;0;0;1;1;0;0;0;0;0
ATP-dependent Clp protease proteolytic subunit 1;0;0;1;1;0;0;0;0;0
Succinyl-CoA:3-ketoacid coenzyme A transferase subunit A;0;0;1;0;0;0;0;0;0
Putative prophage CPS-53 integrase;0;0;1;0;1;0;1;0;0
Pentapeptide repeats (8 copies);0;0;1;0;0;0;0;0;0
DNA helicase II;0;0;1;0;0;0;0;0;0
recombination protein F;0;0;1;0;0;0;0;0;0
Reverse transcriptase (RNA-dependent DNA polymerase);0;0;1;0;0;0;0;0;0
IS66 Orf2 like protein;0;0;1;0;0;1;1;0;0
Transposase IS66 family protein;0;0;1;0;0;0;1;0;0
Sodium Bile acid symporter family protein;0;0;1;0;0;0;1;0;0
DNA primase TraC;0;0;1;0;0;0;1;0;0
anaerobic benzoate catabolism transcriptional regulator;0;0;1;0;0;0;1;0;0
Plasmid protein of unknown function (Plasmid_RAQPRD);0;0;1;0;0;0;1;0;0
Competence protein CoiA-like family protein;0;0;1;0;0;0;1;0;0
anaerobic benzoate catabolism transcriptional regulator;0;0;1;0;0;0;1;0;0
Sporulation initiation inhibitor protein Soj;0;0;1;0;0;0;1;0;0
Methionine gamma-lyase;0;0;1;0;1;0;1;0;0
HTH-type transcriptional regulator CdhR;0;0;1;0;1;0;1;0;0
Dimethyl sulfoxide/trimethylamine N-oxide reductase precursor;0;0;1;0;0;0;0;0;0
putative enoyl-CoA hydratase echA8;0;0;1;0;0;0;1;0;0
Transposase;0;0;1;0;0;0;0;0;0
HTH-type transcriptional regulator VirS;0;0;1;0;0;0;0;0;0
3-succinoylsemialdehyde-pyridine dehydrogenase;0;0;1;0;0;0;0;0;0
Putrescine importer PuuP;0;0;1;0;0;0;0;0;0
Taurine--pyruvate aminotransferase;0;0;1;0;0;0;0;0;0
transcriptional activator FtrA;0;0;1;0;0;0;0;0;0
Isochorismatase family protein;0;0;1;0;0;0;0;0;0
putative 3-hydroxybutyryl-CoA dehydrogenase;0;0;1;0;0;0;0;0;0
putative enoyl-CoA hydratase echA8;0;0;1;0;0;0;0;0;0
Beta-ketothiolase BktB;0;0;1;0;0;0;0;0;0
HTH-type transcriptional regulator MtrR;0;0;1;0;0;0;0;0;0
Acyl-CoA dehydrogenase;0;0;1;0;0;0;0;0;0
Long-chain-fatty-acid--CoA ligase;0;0;1;0;0;0;0;0;0
Acetoin catabolism regulatory protein;0;0;1;0;0;0;0;0;0
Putative multidrug export ATP-binding/permease protein;0;0;1;0;0;0;0;0;0
Subtilisin NAT precursor;0;0;1;0;0;0;0;0;0
Putative FAD-dependent oxidoreductase LodB;0;0;1;0;0;0;0;0;0
Phenylacetaldehyde dehydrogenase;0;0;1;0;0;0;1;0;0
Quinohemoprotein amine dehydrogenase A, alpha subunit, heme binding;0;0;1;0;0;0;0;0;0
Quinohemoprotein amine dehydrogenase subunit gamma;0;0;1;0;0;0;0;0;0
Methyl-accepting chemotaxis protein PctC;0;0;1;0;0;0;0;0;0
Heme exporter protein C;0;0;1;0;0;0;1;0;0
Cytochrome c-type biogenesis protein CcmE;0;0;1;0;0;0;0;0;0
Cytochrome c-type biogenesis protein CcmF;0;0;1;0;0;0;0;0;0
Formate-dependent nitrite reductase complex subunit NrfG;0;0;1;0;0;0;1;0;0
putative 3-hydroxybutyryl-CoA dehydrogenase;0;0;1;0;0;0;1;0;0
Streptothricin hydrolase;0;0;1;0;0;0;1;0;0
metal-dependent hydrolase;0;0;1;0;1;0;1;0;0
HTH-type transcriptional regulator CdhR;0;0;1;0;1;0;1;0;0
Colicin I receptor precursor;0;0;1;0;1;0;1;0;0
HTH-type transcriptional regulator GltC;0;0;1;0;1;0;1;0;0
Membrane transport protein;0;0;1;0;1;0;1;0;0
Cystathionine beta-lyase MetC;0;0;1;0;1;0;1;0;0
Aromatic amino acid transport protein AroP;0;0;1;0;1;0;1;0;0
Nucleoid occlusion factor SlmA;0;0;1;0;1;0;1;0;0
OsmC-like protein;0;0;1;0;1;0;1;0;0
DSBA-like thioredoxin domain protein;0;0;1;0;1;0;1;0;0
Alkyl hydroperoxide reductase AhpD;0;0;1;0;1;0;1;0;0
Histidine ammonia-lyase;0;0;1;0;1;0;1;0;0
Urocanate hydratase;0;0;1;0;1;0;1;0;0
Histidine transport ATP-binding protein HisP;0;0;1;0;1;0;1;0;0
Histidine transport system permease protein HisM;0;0;1;0;1;0;1;0;0
Histidine transport system permease protein HisQ;0;0;1;0;1;0;1;0;0
Lysine-arginine-ornithine-binding periplasmic protein precursor;0;0;1;0;1;0;1;0;0
HTH-type transcriptional repressor YvoA;0;0;1;0;1;0;1;0;0
Histidinol-phosphate aminotransferase 2;0;0;1;0;1;0;1;0;0
Putative aminoacrylate peracid reductase RutC;0;0;1;0;1;0;1;0;0
D-amino acid dehydrogenase small subunit;0;0;1;0;1;0;1;0;0
Methyl-accepting chemotaxis protein PctB;0;0;1;0;1;0;1;0;0
putative TonB-dependent receptor BfrD precursor;0;0;1;0;1;0;1;0;0
Cytochrome c;0;0;1;0;1;0;1;0;0
Oxidoreductase molybdopterin binding domain protein;0;0;1;0;1;0;1;0;0
HTH-type transcriptional repressor KstR2;0;0;1;0;1;0;1;0;0
EamA-like transporter family protein;0;0;1;0;1;0;1;0;0
DNA-binding transcriptional regulator SoxS;0;0;1;0;1;0;1;0;0
Gamma-glutamylputrescine oxidoreductase;0;0;1;0;1;0;1;0;0
Putrescine-binding periplasmic protein precursor;0;0;1;0;1;0;1;0;0
Chemotaxis protein CheY;0;0;1;0;0;0;0;0;0
Cyclic di-GMP phosphodiesterase response regulator RpfG;0;0;1;0;0;0;0;0;0
Signal transduction histidine-protein kinase BarA;0;0;1;0;0;0;0;0;0
RES domain protein;0;0;1;0;0;0;0;0;0
Methyl-accepting chemotaxis protein PctB;0;0;1;0;0;0;0;0;0
DNA-binding transcriptional regulator CynR;0;0;1;0;0;0;0;0;0
N-carbamoyl-L-amino acid hydrolase;0;0;1;0;0;0;0;0;0
Allantoinase;0;0;1;0;0;0;0;0;0
Urocanate hydratase;0;0;1;0;0;0;0;0;0
Atrazine chlorohydrolase;0;0;1;0;0;0;0;0;0
Histidine ammonia-lyase;0;0;1;0;0;0;0;0;0
Lysine-arginine-ornithine-binding periplasmic protein precursor;0;0;1;0;0;0;0;0;0
Histidine transport system permease protein HisQ;0;0;1;0;0;0;0;0;0
Histidine transport system permease protein HisM;0;0;1;0;0;0;0;0;0
Histidine transport ATP-binding protein HisP;0;0;1;0;0;0;0;0;0
putative hydrolase YxeP;0;0;1;0;0;0;0;0;0
NADH pyrophosphatase;0;0;1;0;0;0;0;0;0
YheO-like PAS domain protein;0;0;1;0;0;0;0;0;0
Capreomycidine synthase;0;0;1;0;0;0;0;0;0
ornithine cyclodeaminase;0;0;1;0;0;0;0;0;0
Lysine-arginine-ornithine-binding periplasmic protein precursor;0;0;1;0;0;0;0;0;0
Succinylglutamate desuccinylase / Aspartoacylase family protein;0;0;1;0;0;0;0;0;0
Prophage CP4-57 integrase;0;0;1;0;1;1;1;0;0
ATP-dependent RecD-like DNA helicase;0;0;1;0;0;0;0;0;0
Integrase core domain protein;0;0;1;0;0;0;0;0;0
transposase;0;0;1;0;0;0;0;0;0
Multidrug transporter MdfA;0;0;1;0;0;0;0;0;0
Acyl-CoA reductase (LuxC);0;0;1;0;0;0;0;0;0
Serine hydroxymethyltransferase 2;0;0;1;0;0;0;0;0;0
Chromosome partition protein Smc;0;0;1;0;0;0;0;0;1
chromosome segregation protein;0;0;1;0;0;0;0;0;0
sensory histidine kinase DcuS;0;0;1;0;0;0;0;0;0
Bacterial SH3 domain protein;0;0;1;0;0;0;0;0;0
3-oxoadipate enol-lactonase 2;0;0;1;0;0;0;0;0;0
KAP family P-loop domain protein;0;0;1;0;0;0;0;0;0
Integrase;0;0;1;1;1;0;1;1;0
M42 glutamyl aminopeptidase;0;0;1;0;0;0;0;0;0
Cyanophycin synthetase;0;0;1;0;0;0;0;0;0
Asparagine synthetase [glutamine-hydrolyzing] 1;0;0;1;0;0;0;0;0;0
tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC;0;0;1;0;0;0;0;0;0
Transposase, Mutator family;0;0;0;1;0;1;0;0;1
Alcohol dehydrogenase;0;0;0;1;0;0;0;0;0
HTH-type transcriptional regulator DmlR;0;0;0;1;0;0;0;0;0
transcriptional regulator BetI;0;0;0;1;0;0;0;0;0
HTH-type transcriptional activator HxlR;0;0;0;1;0;0;0;0;0
(S)-1-Phenylethanol dehydrogenase;0;0;0;1;0;0;0;0;0
Purine ribonucleoside efflux pump NepI;0;0;0;1;0;0;0;0;0
fermentation/respiration switch protein;0;0;0;1;0;0;0;0;0
Aldehyde reductase YahK;0;0;0;1;0;0;0;0;0
Regulatory protein PchR;0;0;0;1;0;0;0;0;0
Gamma-aminobutyraldehyde dehydrogenase;0;0;0;1;0;0;0;0;0
Transcriptional regulatory protein UhpA;0;0;0;1;0;0;0;0;0
Proline/betaine transporter;0;0;0;1;0;1;0;0;0
Membrane dipeptidase (Peptidase family M19);0;0;0;1;0;0;0;0;0
EamA-like transporter family protein;0;0;0;1;0;0;0;0;0
4-hydroxyproline betaine 2-epimerase;0;0;0;1;0;0;0;0;0
Crotonyl-CoA reductase;0;0;0;1;0;0;0;0;0
HTH-type transcriptional regulator CdhR;0;0;0;1;0;0;0;0;0
Benzene 1,2-dioxygenase subunit alpha;0;0;0;1;0;0;0;0;0
Glycine cleavage system transcriptional activator;0;0;0;1;0;0;0;0;0
4-hydroxy-tetrahydrodipicolinate synthase;0;0;0;1;0;0;0;0;0
Gamma-glutamylputrescine oxidoreductase;0;0;0;1;0;1;0;0;0
Glycine betaine/carnitine transport binding protein GbuC precursor;0;0;0;1;0;1;0;0;0
Glycine betaine transport ATP-binding protein OpuAA;0;0;0;1;0;1;0;0;0
Glycine betaine transport system permease protein OpuAB;0;0;0;1;0;1;0;0;0
Glycine betaine transport system permease protein OpuAB;0;0;0;1;0;1;0;0;0
4-hydroxy-tetrahydrodipicolinate synthase;0;0;0;1;0;1;0;0;0
Aldehyde dehydrogenase PuuC;0;0;0;1;0;1;0;0;0
HTH-type transcriptional regulator CdhR;0;0;0;1;0;1;0;0;0
Methyl-accepting chemotaxis protein PctA;0;0;0;1;0;0;0;0;0
Transposase IS66 family protein;0;0;0;1;0;0;0;0;0
Porin D precursor;0;0;0;1;0;0;0;0;0
Ribonuclease BN;0;0;0;1;0;0;0;0;0
Putative aliphatic sulfonates-binding protein precursor;0;0;0;1;0;0;0;0;0
HTH-type transcriptional regulator GbpR;0;0;0;1;0;0;0;0;0
Putative aliphatic sulfonates transport permease protein SsuC;0;0;0;1;0;0;0;0;0
Aliphatic sulfonates import ATP-binding protein SsuB;0;0;0;1;0;0;0;0;0
Putative prophage CPS-53 integrase;0;0;0;1;0;0;0;0;0
Sugar efflux transporter B;0;0;0;1;0;0;0;0;0
putative oxidoreductase CzcO;0;0;0;1;1;0;1;0;0
Phosphoribosylformylglycinamidine synthase 2;0;0;0;1;1;0;1;0;0
Acetyltransferase (GNAT) family protein;0;0;0;1;1;0;1;0;0
Radical SAM superfamily protein;0;0;0;1;1;0;1;0;0
Aliphatic nitrilase;0;0;0;1;1;0;1;0;0
Formate hydrogenlyase transcriptional activator;0;0;0;1;1;0;1;0;0
Transposase DDE domain protein;0;0;0;1;0;0;0;0;0
Pentachlorophenol 4-monooxygenase;0;0;0;1;0;1;1;0;1
RNA polymerase sigma factor FliA;0;0;0;1;0;1;0;0;1
Flagellar biosynthetic protein FliP precursor;0;0;0;1;0;1;0;0;1
Flagellar motor switch protein FliN;0;0;0;1;0;1;0;0;1
Surface presentation of antigens (SPOA);0;0;0;1;0;1;0;0;1
Flagellar hook protein FlgE;0;0;0;1;0;1;0;0;1
flagellar basal body rod modification protein;0;0;0;1;0;1;0;0;1
Flagellum-specific ATP synthase;0;0;0;1;0;1;0;0;1
Flagellar assembly protein FliH;0;0;0;1;0;1;0;0;1
Flagellar M-ring protein;0;0;0;1;0;1;0;0;1
Flagellar hook-basal body complex protein FliE;0;0;0;1;0;1;0;0;1
Flagellar basal-body rod protein FlgC;0;0;0;1;0;1;0;0;1
flagellar basal body rod protein FlgB;0;0;0;1;0;1;0;0;1
Flagellar P-ring protein precursor;0;0;0;1;0;1;0;0;1
Flagellar L-ring protein precursor;0;0;0;1;0;1;0;0;1
flagellar basal body P-ring biosynthesis protein FlgA;0;0;0;1;0;1;0;0;1
Flagellar basal-body rod protein FlgG;0;0;0;1;0;1;0;0;1
Flagellar basal-body rod protein FlgG;0;0;0;1;0;1;0;0;1
Flagellar biosynthesis protein FlhA;0;0;0;1;0;1;0;0;1
Flagellar biosynthetic protein FlhB;0;0;0;1;0;1;0;0;1
flagellar biosynthesis protein FliR;0;0;0;1;0;1;0;0;1
Flagellar biosynthetic protein FliQ;0;0;0;1;0;1;0;0;1
putative deoxyribonuclease RhsB;0;0;0;1;0;1;0;0;1
tetratricopeptide repeat protein;0;0;0;1;0;1;0;0;1
lipoprotein NlpI;0;0;0;1;0;1;0;0;1
L-glutamine:2-deoxy-scyllo-inosose aminotransferase;0;0;0;1;1;0;0;0;0
Transposase;0;0;0;1;0;0;1;0;0
Internalin-A precursor;0;0;0;1;0;0;0;0;0
KAP family P-loop domain protein;0;0;0;1;0;0;0;0;0
Glutathione-regulated potassium-efflux system protein KefC;0;0;0;1;0;0;0;0;0
SnoaL-like polyketide cyclase;0;0;0;1;1;1;1;0;0
cellulose synthase subunit BcsC;0;0;0;1;1;1;1;0;0
Flavin-dependent monooxygenase, oxygenase subunit HsaA;0;0;0;1;1;1;1;0;0
Major NAD(P)H-flavin oxidoreductase;0;0;0;1;1;1;1;0;0
FMN-dependent NADPH-azoreductase;0;0;0;1;1;1;1;0;0
transcriptional regulator NanR;0;0;0;1;1;1;1;0;0
putative transport protein HsrA;0;0;0;1;1;1;1;0;0
Carbohydrate-selective porin, OprB family;0;0;0;1;1;1;1;0;0
Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase;0;0;0;1;1;1;1;0;0
Ureidoglycolate lyase;0;0;0;1;1;1;1;0;0
Acetoacetate decarboxylase (ADC);0;0;0;1;1;1;1;0;0
Major Facilitator Superfamily protein;0;0;0;1;0;1;1;0;0
Flavin-dependent monooxygenase, oxygenase subunit HsaA;0;0;0;1;1;1;1;0;0
Major Facilitator Superfamily protein;0;0;0;1;1;1;1;0;0
Flavin-dependent monooxygenase, oxygenase subunit HsaA;0;0;0;1;1;1;1;0;0
putative HTH-type transcriptional regulator TtgW;0;0;0;1;1;1;1;0;0
Transposase DDE domain protein;0;0;0;1;1;0;1;0;1
Prophage CP4-57 integrase;0;0;0;1;1;0;1;0;1
ATPase family associated with various cellular activities (AAA);0;0;0;1;0;0;0;0;0
Lipase (class 3);0;0;0;1;0;0;0;0;1
Phage-related baseplate assembly protein;0;0;0;1;0;0;0;0;1
Gene 25-like lysozyme;0;0;0;1;0;0;0;0;1
Chaperone protein ClpB 1;0;0;0;1;0;0;0;0;1
Transcriptional regulatory protein ZraR;0;0;0;1;0;0;0;0;1
FHA domain protein;0;0;0;1;0;0;0;0;1
Type VI secretion lipoprotein;0;0;0;1;0;0;0;0;1
Intracellular multiplication and human macrophage-killing;0;0;0;1;0;0;0;0;1
Serine/threonine phosphatase stp;0;0;0;1;0;0;0;0;1
Serine/threonine-protein kinase PknH;0;0;0;1;0;0;0;0;1
Competence protein ComM;0;0;0;1;1;0;0;0;0
Transposon Tn7 transposition protein TnsB;0;0;0;1;1;0;0;0;0
Bacterial TniB protein;0;0;0;1;1;0;0;0;0
transposase/IS protein;0;0;0;1;1;0;0;0;0
Integrase core domain protein;0;0;0;1;1;0;0;0;0
Molybdopterin-synthase adenylyltransferase;0;0;0;1;1;0;0;0;0
Fungal chitosanase;0;0;0;1;1;0;0;0;0
short chain dehydrogenase;0;0;0;1;0;0;0;0;0
Type I secretion system ATP-binding protein PrsD;0;0;0;1;0;0;1;0;1
Type I secretion system membrane fusion protein PrsE;0;0;0;1;0;0;1;0;1
Bifunctional hemolysin/adenylate cyclase precursor;0;0;0;1;0;0;0;0;1
transcriptional activator FtrA;0;0;0;1;0;0;0;0;0
putative periplasmic serine endoprotease DegP-like precursor;0;0;0;1;1;0;1;0;0
Porin-like protein NicP precursor;0;0;0;1;1;0;0;0;0
Multidrug resistance protein 3;0;0;0;1;1;0;0;0;0
Aspartate aminotransferase;0;0;0;1;1;0;0;0;0
HTH-type transcriptional regulator GltC;0;0;0;1;1;0;0;0;0
Biotin carboxyl carrier protein of acetyl-CoA carboxylase;0;0;0;1;1;0;0;0;0
Biotin carboxylase;0;0;0;1;1;0;0;0;0
Kinase A inhibitor;0;0;0;1;1;0;0;0;0
KipI antagonist;0;0;0;1;1;0;0;0;0
acetyl-CoA carboxylase biotin carboxyl carrier protein subunit;0;0;0;1;1;0;0;0;0
NADP-dependent 3-hydroxy acid dehydrogenase YdfG;0;0;0;1;1;0;0;0;0
L-cystine transport system permease protein TcyM;0;0;0;1;1;0;0;0;0
Inner membrane amino-acid ABC transporter permease protein YhdY;0;0;0;1;1;0;0;0;0
Glutamine transport ATP-binding protein GlnQ;0;0;0;1;1;0;0;0;0
ABC transporter glutamine-binding protein GlnH precursor;0;0;0;1;1;0;0;0;0
Helix-turn-helix domain protein;0;0;0;1;0;0;1;0;1
molybdopterin biosynthesis protein MoeB;0;0;0;1;0;0;0;0;0
Serine/threonine phosphatase stp;0;0;0;0;1;0;0;0;0
Intracellular multiplication and human macrophage-killing;0;0;0;0;1;0;0;0;0
Transcriptional regulatory protein ZraR;0;0;0;0;1;0;0;0;0
Sensor protein ZraS;0;0;0;0;1;0;0;0;0
Transposase;0;0;0;1;1;1;1;0;0
DNA replication and repair protein RecF;0;0;0;0;1;0;0;0;0
DNA-dependent helicase II;0;0;0;0;1;0;0;0;0
site-specific tyrosine recombinase XerC;0;0;0;1;1;0;1;0;0
Motility protein B;0;0;0;0;1;0;0;0;0
Chemotaxis protein PomA;0;0;0;0;1;0;0;0;0
Flagellin;0;0;0;0;1;0;0;0;0
Tetratricopeptide repeat protein;0;0;0;0;1;0;0;0;0
UDP-glucose 6-dehydrogenase TuaD;0;0;0;0;1;0;0;0;0
RNA polymerase sigma factor FliA;0;0;0;0;1;0;0;0;0
Flagellar biosynthesis protein FlhF;0;0;0;0;1;0;0;0;0
Flagellar biosynthesis protein FlhA;0;0;0;0;1;0;0;0;0
Flagellar biosynthetic protein FlhB;0;0;0;0;1;0;0;0;0
Motility protein B;0;0;0;0;1;0;0;0;0
Motility protein A;0;0;0;0;1;0;0;0;0
Flagellar transcriptional regulator FlhC;0;0;0;0;1;0;0;0;0
Flagellar transcriptional regulator FlhD;0;0;0;0;1;0;0;0;0
flagellar biosynthesis protein FliT;0;0;0;0;1;0;0;0;0
Flagellar protein FliS;0;0;0;0;1;0;0;0;0
Flagellar hook-associated protein 2;0;0;0;0;1;0;0;0;0
Flagellar hook-basal body complex protein FliE;0;0;0;0;1;0;0;0;0
Flagellar M-ring protein;0;0;0;0;1;0;0;0;0
Flagellar motor switch protein FliG;0;0;0;0;1;0;0;0;0
Flagellar assembly protein FliH;0;0;0;0;1;0;0;0;0
Flagellum-specific ATP synthase;0;0;0;0;1;0;0;0;0
Flagellar FliJ protein;0;0;0;0;1;0;0;0;0
Flagellar hook-length control protein;0;0;0;0;1;0;0;0;0
flagellar basal body-associated protein FliL;0;0;0;0;1;0;0;0;0
Flagellar motor switch protein FliM;0;0;0;0;1;0;0;0;0
Flagellar motor switch protein FliN;0;0;0;0;1;0;0;0;0
Flagellar protein FliO;0;0;0;0;1;0;0;0;0
Flagellar biosynthetic protein FliP precursor;0;0;0;0;1;0;0;0;0
Flagellar biosynthetic protein FliQ;0;0;0;0;1;0;0;0;0
Flagellar biosynthetic protein FliR;0;0;0;0;1;0;0;0;0
Flagellar hook-associated protein 3;0;0;0;0;1;0;0;0;0
Flagellar hook-associated protein 1;0;0;0;0;1;0;0;0;0
Peptidoglycan hydrolase FlgJ;0;0;0;0;1;0;0;0;0
Flagellar P-ring protein precursor;0;0;0;0;1;0;0;0;0
Flagellar L-ring protein precursor;0;0;0;0;1;0;0;0;0
Flagellar basal-body rod protein FlgG;0;0;0;0;1;0;0;0;0
Flagellar basal-body rod protein FlgF;0;0;0;0;1;0;0;0;0
Flagellar hook protein FlgE;0;0;0;0;1;0;0;0;0
Basal-body rod modification protein FlgD;0;0;0;0;1;0;0;0;0
Flagellar basal-body rod protein FlgC;0;0;0;0;1;0;0;0;0
Flagellar basal body rod protein FlgB;0;0;0;0;1;0;0;0;0
Flagella basal body P-ring formation protein FlgA precursor;0;0;0;0;1;0;0;0;0
anti-sigma28 factor FlgM;0;0;0;0;1;0;0;0;0
FlgN protein;0;0;0;0;1;0;0;0;0
Fic/DOC family protein;0;0;0;0;1;0;1;0;0
Cyclic nucleotide-binding domain protein;0;0;0;0;1;0;0;0;0
Methyl-accepting chemotaxis protein McpS;0;0;0;0;1;0;0;0;0
HTH-type transcriptional regulator GbpR;0;0;0;0;1;0;0;0;0
4-hydroxythreonine-4-phosphate dehydrogenase 2;0;0;0;0;1;0;0;0;0
Putative tartrate transporter;0;0;0;0;1;0;0;0;0
Virginiamycin B lyase;0;0;0;0;1;0;0;0;0
Amidohydrolase;0;0;0;0;1;0;0;0;0
Xylose import ATP-binding protein XylG;0;0;0;0;1;0;0;0;0
D-allose transport system permease protein AlsC;0;0;0;0;1;0;0;0;0
Gluconolactonase precursor;0;0;0;0;1;0;0;0;0
Cytochrome c;0;0;0;0;1;0;0;0;0
Porin-like protein NicP precursor;0;0;0;0;1;0;0;0;0
L-rhamnonate dehydratase;0;0;0;0;1;0;0;0;0
Fumarylacetoacetate (FAA) hydrolase family protein;0;0;0;0;1;0;0;0;0
Alpha-ketoglutaric semialdehyde dehydrogenase;0;0;0;0;1;0;0;0;0
Acetyl-coenzyme A synthetase;0;0;0;0;1;0;0;0;0
YqaJ-like viral recombinase domain protein;0;0;0;0;1;0;0;1;0
ERF superfamily protein;0;0;0;0;1;0;0;1;0
HTH-type transcriptional regulator PrtR;0;0;0;0;1;0;0;0;0
Bacteriophage replication protein O;0;0;0;0;1;0;0;0;0
Replicative DNA helicase;0;0;0;0;1;0;0;0;0
Phage antitermination protein Q;0;0;0;0;1;0;0;0;0
Bacteriophage lysis protein;0;0;0;0;1;0;0;0;0
Terminase small subunit;0;0;0;0;1;0;0;0;0
Terminase-like family protein;0;0;0;0;1;0;0;0;0
Bacteriophage head to tail connecting protein;0;0;0;0;1;0;0;0;0
Soluble lytic murein transglycosylase precursor;0;0;0;0;1;0;0;0;0
Transposase;0;0;0;0;1;0;0;0;1
IS2 transposase TnpB;0;0;0;0;1;0;0;0;1
MazG nucleotide pyrophosphohydrolase domain protein;0;0;0;0;1;0;1;0;0
Low molecular weight phosphotyrosine protein phosphatase;0;0;0;0;1;1;1;0;0
Major Facilitator Superfamily protein;0;0;0;0;1;0;0;0;0
Phage-related baseplate assembly protein;0;0;0;0;1;0;1;0;1
Baseplate J-like protein;0;0;0;0;1;0;1;0;1
Phage tail protein (Tail_P2_I);0;0;0;0;1;0;1;0;1
Phage tail tube protein FII;0;0;0;0;1;0;1;0;1
Phage-related minor tail protein;0;0;0;0;1;0;1;0;1
Phage P2 GpU;0;0;0;0;1;0;1;0;1
Phage Tail Protein X;0;0;0;0;1;0;1;0;1
Phage late control gene D protein (GPD);0;0;0;0;1;0;1;0;1
dTDP-glucose 4,6-dehydratase;0;0;0;0;1;0;1;0;0
Putative pyridoxal phosphate-dependent aminotransferase EpsN;0;0;0;0;1;0;1;0;0
GDP/UDP-N,N-diacetylbacillosamine 2-epimerase (hydrolyzing);0;0;0;0;1;0;1;0;0
N,N-diacetyllegionaminic acid synthase;0;0;0;0;1;0;1;0;0
Putative acetyltransferase EpsM;0;0;0;0;1;0;1;0;0
D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase;0;0;0;0;1;0;1;0;0
CMP-N,N-diacetyllegionaminic acid synthase;0;0;0;0;1;0;1;0;0
Polysaccharide biosynthesis protein;0;0;0;0;1;0;1;0;0
DNA-binding transcriptional regulator CsiR;0;0;0;0;1;0;1;0;1
site-specific tyrosine recombinase XerC;0;0;0;0;1;0;0;0;0
Helix-turn-helix domain protein;0;0;0;0;1;0;0;0;0
Origin of replication binding protein;0;0;0;0;1;0;0;0;0
Integrase core domain protein;0;0;0;0;1;0;0;0;0
D-3-phosphoglycerate dehydrogenase;0;0;0;0;1;0;0;0;0
putative FAD-linked oxidoreductase;0;0;0;0;1;0;0;0;0
Ureidoglycolate lyase;0;0;0;0;1;0;0;0;0
NAD(P) transhydrogenase subunit beta;0;0;0;0;1;0;0;0;0
NAD(P) transhydrogenase subunit alpha;0;0;0;0;1;0;0;0;0
NAD(P) transhydrogenase subunit alpha part 1;0;0;0;0;1;0;0;0;0
putative enoyl-CoA hydratase echA8;0;0;0;0;1;0;0;0;0
HTH-type transcriptional regulator GltR;0;0;0;0;1;0;0;0;0
transposase/IS protein;0;0;0;0;1;0;0;0;0
putative enoyl-CoA hydratase echA8;0;0;0;0;1;0;0;0;0
NAD(P) transhydrogenase subunit beta;0;0;0;0;1;0;0;0;0
Bifunctional protein PaaZ;0;0;0;0;1;0;0;0;0
haloalkane dehalogenase;0;0;0;0;1;0;0;0;0
putative oxidoreductase;0;0;0;0;1;0;0;0;0
Acyl-CoA dehydrogenase;0;0;0;0;1;0;0;0;0
2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase;0;0;0;0;1;0;0;0;0
Crotonobetainyl-CoA:carnitine CoA-transferase;0;0;0;0;1;0;0;0;0
L-galactonate transporter;0;0;0;0;1;0;0;0;0
MaoC like domain protein;0;0;0;0;1;0;0;0;0
Citrate lyase subunit beta;0;0;0;0;1;0;0;0;0
3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase;0;0;0;0;1;0;0;0;0
Acyl-CoA dehydrogenase;0;0;0;0;1;0;0;0;0
